AddressID,AddressLine1,AddressLine2,City,StateProvince,CountryRegion,PostalCode,ModifiedDate
666,399 Clearing Green,NULL,London,England,United Kingdom,EC1R 0DU,2006-08-01 00:00:00.000
667,997b Tradescant Road,NULL,London,England,United Kingdom,SW8 1XD,2006-08-01 00:00:00.000
668,2574 Milton Park,NULL,Oxford,England,United Kingdom,OX14 4SE,2007-08-01 00:00:00.000
669,"Internet House, 3399 Science Park",NULL,Cambridge,England,United Kingdom,CB4 4BZ,2006-12-01 00:00:00.000
670,"7 Garden House Cloisters, 8 Batters",NULL,London,England,United Kingdom,SW8 4BG,2006-07-01 00:00:00.000
671,"25 Hartfield Road, Wimbledon",NULL,London,England,United Kingdom,SW19 3RU,2008-02-01 00:00:00.000
672,"99 Dean Street, Soho",NULL,London,England,United Kingdom,W1V 5RN,2006-09-01 00:00:00.000
673,"Park House-4th Floor, 2516 Park St.",NULL,London,England,United Kingdom,W1Y 3RA,2006-08-01 00:00:00.000
674,"67 Vincent Square, Victoria",NULL,London,England,United Kingdom,SW1P 2NU,2007-09-01 00:00:00.000
756,855 East Main Avenue,NULL,Zeeland,Michigan,United States,49464,2005-08-01 00:00:00.000
774,9920 North Telegraph Rd.,NULL,Pontiac,Michigan,United States,48342,2005-09-01 00:00:00.000
775,46460 West Oaks Drive,NULL,Novi,Michigan,United States,48375,2006-09-01 00:00:00.000
776,997000 Telegraph Rd.,NULL,Southfield,Michigan,United States,48034,2005-11-01 00:00:00.000
785,399700 John R. Rd.,NULL,Madison Heights,Michigan,United States,48071,2005-08-01 00:00:00.000
786,6789 Warren Road,NULL,Westland,Michigan,United States,48185,2006-12-01 00:00:00.000
788,2533 Eureka Rd.,NULL,Southgate,Michigan,United States,48195,2006-09-01 00:00:00.000
789,250000 Eight Mile Road,NULL,Detroit,Michigan,United States,48226,2006-08-01 00:00:00.000
794,998 Forest Road,NULL,Saginaw,Michigan,United States,48601,2007-08-01 00:00:00.000
795,99800 Tittabawasee Rd.,NULL,Saginaw,Michigan,United States,48601,2006-08-01 00:00:00.000
797,678 Eastman Ave.,NULL,Midland,Michigan,United States,48640,2006-09-01 00:00:00.000
801,Horizon Outlet Center,NULL,Holland,Michigan,United States,49423,2005-07-01 00:00:00.000
806,Horizon Outlet Center,NULL,Monroe,Michigan,United States,98272,2006-08-01 00:00:00.000
810,Redford Plaza,NULL,Redford,Michigan,United States,48239,2005-07-01 00:00:00.000
825,Port Huron,NULL,Port Huron,Michigan,United States,48060,2005-10-01 00:00:00.000
826,Kensington Valley Shops,NULL,Howell,Michigan,United States,48843,2006-07-01 00:00:00.000
832,2251 Elliot Avenue,NULL,Seattle,Washington,United States,98104,2005-08-01 00:00:00.000
833,3207 S Grady Way,NULL,Renton,Washington,United States,98055,2006-08-01 00:00:00.000
834,99300 223rd Southeast,NULL,Bothell,Washington,United States,98011,2007-04-01 00:00:00.000
835,259826 Russell Rd. South,NULL,Kent,Washington,United States,98031,2005-09-01 00:00:00.000
836,35525-9th Street Sw,NULL,Puyallup,Washington,United States,98371,2006-09-01 00:00:00.000
837,640 South 994th St. W.,NULL,Billings,Montana,United States,59101,2007-09-01 00:00:00.000
838,25300 Biddle Road,NULL,Medford,Oregon,United States,97504,2007-09-01 00:00:00.000
839,Gateway,NULL,Portland,Oregon,United States,97205,2006-08-01 00:00:00.000
840,Great Northwestern,NULL,North Bend,Washington,United States,98045,2005-08-01 00:00:00.000
841,Washington Square,NULL,Portland,Oregon,United States,97205,2005-11-01 00:00:00.000
842,258101 Nw Evergreen Parkway,NULL,Beaverton,Oregon,United States,97005,2005-09-01 00:00:00.000
843,253950 N.E. 178th Place,NULL,Woodinville,Washington,United States,98072,2005-09-01 00:00:00.000
844,755 Nw Grandstand,NULL,Issaquah,Washington,United States,98027,2007-09-01 00:00:00.000
845,22571 South 2500 East,NULL,Idaho Falls,Idaho,United States,83402,2007-07-01 00:00:00.000
846,257700 Ne 76th Street,NULL,Redmond,Washington,United States,98052,2006-08-01 00:00:00.000
847,25102 Springwater,NULL,Wenatchee,Washington,United States,98801,2006-06-01 00:00:00.000
848,Bldg. 9n/99298,NULL,Redmond,Washington,United States,98052,2005-08-01 00:00:00.000
849,4251 First Avenue,NULL,Seattle,Washington,United States,98104,2005-07-01 00:00:00.000
850,558 S 6th St,NULL,Klamath Falls,Oregon,United States,97601,2007-09-01 00:00:00.000
851,994 Sw Cherry Park Rd,NULL,Troutdale,Oregon,United States,97060,2005-08-01 00:00:00.000
852,25718 Se Sunnyside Rd,NULL,Clackamas,Oregon,United States,97015-6403,2007-08-01 00:00:00.000
853,567 Sw Mcloughlin Blvd,NULL,Milwaukie,Oregon,United States,97222,2007-09-01 00:00:00.000
854,490 Ne 4th St,NULL,Renton,Washington,United States,98055,2007-08-01 00:00:00.000
855,15 East Main,NULL,Port Orchard,Washington,United States,98366,2005-07-01 00:00:00.000
856,3025 E Waterway Blvd,NULL,Shelton,Washington,United States,98584,2006-11-01 00:00:00.000
857,7990 Ocean Beach Hwy.,NULL,Longview,Washington,United States,98632,2005-08-01 00:00:00.000
858,2345 West Spencer Road,NULL,Lynnwood,Washington,United States,98036,2006-09-01 00:00:00.000
859,1050 Oak Street,NULL,Seattle,Washington,United States,98104,2006-08-01 00:00:00.000
860,4927 S Meridian Ave Ste D,NULL,Puyallup,Washington,United States,98371,2006-07-01 00:00:00.000
861,25915 140th Ave Ne,NULL,Bellevue,Washington,United States,98004,2006-09-01 00:00:00.000
862,3307 Evergreen Blvd,Ste 1071,Washougal,Washington,United States,98671,2005-11-01 00:00:00.000
863,2507 Pacific Ave S,NULL,Tacoma,Washington,United States,98403,2005-09-01 00:00:00.000
864,67 Rainer Ave S,NULL,Renton,Washington,United States,98055,2005-08-01 00:00:00.000
865,750 Lakeway Dr,NULL,Bellingham,Washington,United States,98225,2006-07-01 00:00:00.000
866,2528 Meridian E,NULL,Puyallup,Washington,United States,98371,2007-08-01 00:00:00.000
867,48995 Evergreen Wy.,NULL,Everett,Washington,United States,98201,2007-09-01 00:00:00.000
868,25111 228th St Sw,NULL,Bothell,Washington,United States,98011,2006-07-01 00:00:00.000
869,2583 Se 272nd St,NULL,Kent,Washington,United States,98031,2005-08-01 00:00:00.000
870,409 S. Main Ste. 25,NULL,Ellensburg,Washington,United States,98926,2006-08-01 00:00:00.000
871,2502 Evergreen Ste E,NULL,Everett,Washington,United States,98201,2005-07-01 00:00:00.000
872,755 W Washington Ave Ste D,NULL,Sequim,Washington,United States,98382,2007-08-01 00:00:00.000
873,44606 N Division St,NULL,Spokane,Washington,United States,99202,2007-08-01 00:00:00.000
874,2550 Ne Sandy Blvd,NULL,Portland,Oregon,United States,97205,2006-09-01 00:00:00.000
875,2540 Dell Range Blvd,NULL,Cheyenne,Wyoming,United States,82001,2006-07-01 00:00:00.000
876,765 Delridge Way Sw,NULL,Seattle,Washington,United States,98104,2005-07-01 00:00:00.000
877,4781 Highway 95,NULL,Sandpoint,Idaho,United States,83864,2006-07-01 00:00:00.000
878,4210 E Sprague Ave,NULL,Spokane,Washington,United States,99202,2006-07-01 00:00:00.000
879,Valley Mall,NULL,Union Gap,Washington,United States,98903,2006-07-01 00:00:00.000
880,S Sound Ctr Suite 25300,NULL,Lacey,Washington,United States,98503,2005-08-01 00:00:00.000
881,Southgate Mall,NULL,Missoula,Montana,United States,59801,2006-10-01 00:00:00.000
882,Medford,NULL,Medford,Oregon,United States,97504,2007-07-01 00:00:00.000
883,Heritage Mall,NULL,Albany,Oregon,United States,97321,2007-07-01 00:00:00.000
884,Lewis County Mall,NULL,Chehalis,Washington,United States,98532,2005-08-01 00:00:00.000
885,755 Columbia Ctr Blvd,NULL,Kennewick,Washington,United States,99337,2007-09-01 00:00:00.000
886,Lancaster Mall,NULL,Salem,Oregon,United States,97301,2006-08-01 00:00:00.000
887,Lewiston Mall,NULL,Lewiston,Idaho,United States,83501,2006-09-01 00:00:00.000
888,Three Rivers Mall,NULL,Kelso,Washington,United States,98626,2007-07-01 00:00:00.000
889,Eastridge Mall,NULL,Casper,Wyoming,United States,82601,2005-07-01 00:00:00.000
890,Holiday Village Mall,NULL,Great Falls,Montana,United States,59401,2005-11-01 00:00:00.000
891,2526a Tri-Lake Blvd Ne,NULL,Kirkland,Washington,United States,98033,2005-12-01 00:00:00.000
892,Frontier Mall,NULL,Cheyenne,Wyoming,United States,82001,2005-08-01 00:00:00.000
893,White Mountain Mall,NULL,Rock Springs,Wyoming,United States,82901,2007-07-01 00:00:00.000
894,3390 South 23rd St.,NULL,Tacoma,Washington,United States,98403,2006-01-01 00:00:00.000
895,3250 South Meridian,NULL,Puyallup,Washington,United States,98371,2005-07-01 00:00:00.000
896,2255 254th Avenue Se,NULL,Albany,Oregon,United States,97321,2007-09-01 00:00:00.000
897,705 SE Mall Parkway,NULL,Everett,Washington,United States,98201,2006-08-01 00:00:00.000
898,700 Se Sunnyside Road,NULL,Clackamas,Oregon,United States,97015,2007-09-01 00:00:00.000
899,North 93270 Newport Highway,NULL,Spokane,Washington,United States,99202,2007-08-01 00:00:00.000
900,25708 Dell Range Blvd.,NULL,Cheyenne,Wyoming,United States,82001,2005-07-01 00:00:00.000
901,No. 60 Bellis Fair Parkway,NULL,Bellingham,Washington,United States,98225,2007-09-01 00:00:00.000
902,950 Gateway Street,NULL,Springfield,Oregon,United States,97477,2006-09-01 00:00:00.000
903,250775 SW Hillsdale Hwy,NULL,Beaverton,Oregon,United States,97005,2006-08-01 00:00:00.000
904,9905 Three Rivers Drive,NULL,Kelso,Washington,United States,98626,2006-07-01 00:00:00.000
905,225 South 314th Street,NULL,Federal Way,Washington,United States,98003,2006-11-01 00:00:00.000
906,7009 Sw Hall Blvd.,NULL,Tigard,Oregon,United States,97223,2006-09-01 00:00:00.000
907,99295 S.e. Tualatin Valley_hwy.,NULL,Hillsboro,Oregon,United States,97123,2007-08-01 00:00:00.000
988,482505 Warm Springs Blvd.,NULL,Fremont,California,United States,94536,2006-09-01 00:00:00.000
989,39933 Mission Oaks Blvd,NULL,Camarillo,California,United States,93010,2007-09-01 00:00:00.000
990,5420 West 22500 South,NULL,Salt Lake City,Utah,United States,84101,2006-07-01 00:00:00.000
991,60025 Bollinger Canyon Road,NULL,San Ramon,California,United States,94583,2006-09-01 00:00:00.000
992,9992 Whipple Rd,NULL,Union City,California,United States,94587,2006-09-01 00:00:00.000
993,Corporate Office,NULL,El Segundo,California,United States,90245,2006-09-01 00:00:00.000
994,25001 Montague Expressway,NULL,Milpitas,California,United States,95035,2006-07-01 00:00:00.000
995,4460 Newport Center Drive,NULL,Newport Beach,California,United States,92625,2006-07-01 00:00:00.000
996,2575 West 2700 South,NULL,Salt Lake City,Utah,United States,84101,2006-08-01 00:00:00.000
997,70259 West Sunnyview Ave,NULL,Visalia,California,United States,93291,2007-09-01 00:00:00.000
998,60750 San Clemente,NULL,Hayward,California,United States,94541,2007-09-01 00:00:00.000
999,Receiving,NULL,Fullerton,California,United States,92831,2006-09-01 00:00:00.000
1000,22555 Paseo De Las Americas,NULL,San Diego,California,United States,92102,2006-08-01 00:00:00.000
1001,Incom Sports Center,NULL,Ontario,California,United States,91764,2005-08-01 00:00:00.000
1002,"C/O Starpak, Inc.",NULL,Greeley,Colorado,United States,80631,2006-08-01 00:00:00.000
1003,5967 W Las Positas Blvd,NULL,Pleasanton,California,United States,94566,2007-07-01 00:00:00.000
1004,25600 E St Andrews Pl,NULL,Santa Ana,California,United States,92701,2005-09-01 00:00:00.000
1005,6756 Mowry,NULL,Newark,California,United States,94560,2006-08-01 00:00:00.000
1006,25472 Marlay Ave,NULL,Fontana,California,United States,92335,2007-09-01 00:00:00.000
1007,77 Beale Street,Room 99767c,San Francisco,California,United States,94109,2005-09-01 00:00:00.000
1008,910 Main Street.,NULL,Sparks,Nevada,United States,89431,2006-08-01 00:00:00.000
1009,2500 N Serene Blvd,19th Floor,El Segundo,California,United States,90245,2007-08-01 00:00:00.000
1010,5650 West 88th Ave.,NULL,Westminster,Colorado,United States,80030,2007-08-01 00:00:00.000
1011,9700 Sisk Road,NULL,Modesto,California,United States,95354,2006-09-01 00:00:00.000
1012,789 West Alameda,NULL,Westminster,Colorado,United States,80030,2006-09-01 00:00:00.000
1013,54254 Pacific Ave.,NULL,Stockton,California,United States,95202,2006-08-01 00:00:00.000
1014,25136 Jefferson Blvd.,NULL,Culver City,California,United States,90232,2006-09-01 00:00:00.000
1015,99000 S. Avalon Blvd. Suite 750,NULL,Carson,California,United States,90746,2005-08-01 00:00:00.000
1016,72502 Eastern Ave.,NULL,Bell Gardens,California,United States,90201,2006-09-01 00:00:00.000
1017,2560 E. Newlands Dr,NULL,Fernley,Nevada,United States,89408,2005-09-01 00:00:00.000
1018,630 N. Capitol Ave.,NULL,San Jose,California,United States,95112,2007-07-01 00:00:00.000
1019,4660 Rodeo Road,NULL,Santa Fe,New Mexico,United States,87501,2007-09-01 00:00:00.000
1020,251340 E. South St.,NULL,Cerritos,California,United States,90703,2005-09-01 00:00:00.000
1021,440 West Huntington Dr.,NULL,Monrovia,California,United States,91016,2005-07-01 00:00:00.000
1022,99235 Hawthorne Blvd.,NULL,Torrance,California,United States,90505,2005-07-01 00:00:00.000
1023,870 N. 54th Ave.,NULL,Chandler,Arizona,United States,85225,2007-07-01 00:00:00.000
1024,9952 E. Lohman Ave.,NULL,Las Cruces,New Mexico,United States,88001,2005-07-01 00:00:00.000
1025,2530 South Colorado Blvd.,NULL,Denver,Colorado,United States,80203,2005-09-01 00:00:00.000
1026,955 E. County Line Rd.,NULL,Englewood,Colorado,United States,80110,2007-09-01 00:00:00.000
1027,409 Santa Monica Blvd.,NULL,Santa Monica,California,United States,90401,2006-09-01 00:00:00.000
1028,Mall Of Orange,NULL,Orange,California,United States,92867,2005-08-01 00:00:00.000
1029,Topanga Plaza,NULL,Canoga Park,California,United States,91303,2007-07-01 00:00:00.000
1030,Escondido,NULL,Escondido,California,United States,92025,2006-08-01 00:00:00.000
1031,Natomas Marketplace,NULL,Sacramento,California,United States,95814,2006-08-01 00:00:00.000
1032,Simi @ The Plaza,NULL,Simi Valley,California,United States,93065,2005-08-01 00:00:00.000
1033,Lakewood Mall,NULL,Lakewood,California,United States,90712,2007-07-01 00:00:00.000
1034,Oxnard Outlet,NULL,Oxnard,California,United States,93030,2007-09-01 00:00:00.000
1035,Vista Marketplace,NULL,Alhambra,California,United States,91801,2006-09-01 00:00:00.000
1036,Sports Store At Park City,NULL,Park City,Utah,United States,84098,2005-09-01 00:00:00.000
1037,North County Square,NULL,Vista,California,United States,92084,2005-09-01 00:00:00.000
1038,123 Camelia Avenue,NULL,Oxnard,California,United States,93030,2007-09-01 00:00:00.000
1039,Mountain Square,NULL,Upland,California,United States,91786,2006-09-01 00:00:00.000
1040,Fox Hills,NULL,Culver City,California,United States,90232,2005-08-01 00:00:00.000
1041,Parkway Plaza,NULL,El Cajon,California,United States,92020,2005-11-01 00:00:00.000
1042,Stonewood Mall,NULL,Downey,California,United States,90241,2005-08-01 00:00:00.000
1043,Hanford Mall,NULL,Hanford,California,United States,93230,2005-12-01 00:00:00.000
1044,Ontario Mills,NULL,Ontario,California,United States,91764,2007-07-01 00:00:00.000
1045,Nut Tree Factory,NULL,Vacaville,California,United States,95688,2005-08-01 00:00:00.000
1046,Rocky Mountain Pines Outlet,NULL,Loveland,Colorado,United States,80537,2005-08-01 00:00:00.000
1047,Stevens Creek Shopping Center,NULL,San Jose,California,United States,95112,2006-09-01 00:00:00.000
1048,Factory Merchants,NULL,Barstow,California,United States,92311,2005-09-01 00:00:00.000
1049,The Citadel Commerce Plaza,NULL,City Of Commerce,California,United States,90040,2005-09-01 00:00:00.000
1050,University Town Center,NULL,San Diego,California,United States,92102,2005-09-01 00:00:00.000
1051,Pavillion @ Redlands,NULL,Redlands,California,United States,92373,2005-10-01 00:00:00.000
1052,San Diego Factory,NULL,San Ysidro,California,United States,92173,2005-08-01 00:00:00.000
1053,Pacific West Outlet,NULL,Gilroy,California,United States,95020,2005-08-01 00:00:00.000
1054,Belz Factory Outlet,NULL,Las Vegas,Nevada,United States,89106,2005-08-01 00:00:00.000
1055,Camarillo Athletic Stores,NULL,Camarillo,California,United States,93010,2005-08-01 00:00:00.000
1056,Lake Elisnor Place,NULL,Lake Elsinore,California,United States,92530,2005-08-01 00:00:00.000
1057,Norwalk Square,NULL,Norwalk,California,United States,90650,2005-09-01 00:00:00.000
1058,Riverside,NULL,Sherman Oaks,California,United States,91403,2007-09-01 00:00:00.000
1059,The Quad @ WestView,NULL,Whittier,California,United States,90605,2007-07-01 00:00:00.000
1060,Arcadia Crossing,NULL,Phoenix,Arizona,United States,85004,2006-07-01 00:00:00.000
1061,Eastern Beltway Center,NULL,Las Vegas,Nevada,United States,89106,2005-12-01 00:00:00.000
1062,Factory Stores/tucson,NULL,Tucson,Arizona,United States,85701,2005-09-01 00:00:00.000
1063,Viejas Outlet Center,NULL,Alpine,California,United States,91901,2007-09-01 00:00:00.000
1064,West Park Plaza,NULL,Irvine,California,United States,92614,2006-01-01 00:00:00.000
1065,Factory Stores Of America,NULL,Mesa,Arizona,United States,85201,2006-09-01 00:00:00.000
1066,Prime Outlets,NULL,Phoenix,Arizona,United States,85004,2005-09-01 00:00:00.000
1067,Bayshore Mall,NULL,Eureka,California,United States,95501,2006-09-01 00:00:00.000
1068,7709 West Virginia Avenue,NULL,Phoenix,Arizona,United States,85004,2006-07-01 00:00:00.000
1069,6900 Sisk Road,NULL,Modesto,California,United States,95354,2005-07-01 00:00:00.000
1070,3250 Baldwin Park Blvd,NULL,Baldwin Park,California,United States,91706,2005-08-01 00:00:00.000
1071,5867 Sunrise Boulevard,NULL,Citrus Heights,California,United States,95610,2006-11-01 00:00:00.000
1072,6500 East Grant Road,NULL,Tucson,Arizona,United States,85701,2007-09-01 00:00:00.000
1073,3065 Santa Margarita Parkway,NULL,Trabuco Canyon,California,United States,92679,2005-07-01 00:00:00.000
1074,9920 Bridgepointe Parkway,NULL,San Mateo,California,United States,94404,2005-07-01 00:00:00.000
1075,5525 South Hover Road,NULL,Longmont,Colorado,United States,80501,2006-07-01 00:00:00.000
1076,8525 South Parker Road,NULL,Parker,Colorado,United States,80138,2005-08-01 00:00:00.000
1077,7505 Laguna Boulevard,NULL,Elk Grove,California,United States,95624,2005-11-01 00:00:00.000
1078,9909 W. Ventura Boulevard,NULL,Camarillo,California,United States,93010,2006-08-01 00:00:00.000
1079,25150 El Camino Real,NULL,San Bruno,California,United States,94066,2005-09-01 00:00:00.000
1080,2575 Rocky Mountain Ave.,NULL,Loveland,Colorado,United States,80537,2006-08-01 00:00:00.000
1081,25871 North Main Street,NULL,Walnut Creek,California,United States,94596,2006-08-01 00:00:00.000
1082,2551 East Warner Road,NULL,Gilbert,Arizona,United States,85233,2007-08-01 00:00:00.000
1083,22589 West Craig Road,NULL,North Las Vegas,Nevada,United States,89030,2007-05-01 00:00:00.000
1084,25751 University Drive,NULL,Vista,California,United States,92084,2007-05-01 00:00:00.000
1085,49925 Crestview Drive N.E.,NULL,Rio Rancho,New Mexico,United States,87124,2005-09-01 00:00:00.000
1086,57251 Serene Blvd,NULL,Van Nuys,California,United States,91411,2007-09-01 00:00:00.000
1087,253731 West Bell Road,NULL,Surprise,Arizona,United States,85374,2006-08-01 00:00:00.000
1088,99040 California Avenue,NULL,Sand City,California,United States,93955,2007-07-01 00:00:00.000
1089,25620 Firestone Boulevard,NULL,Norwalk,California,United States,90650,2007-07-01 00:00:00.000
1090,25130 South State Street,NULL,Sandy,Utah,United States,84070,2007-09-01 00:00:00.000
1091,5500 Grossmont Center Drive,NULL,La Mesa,California,United States,91941,2005-09-01 00:00:00.000
1092,99700 Bell Road,NULL,Auburn,California,United States,95603,2006-09-01 00:00:00.000
1093,7750 E Marching Rd,NULL,Scottsdale,Arizona,United States,85257,2007-08-01 00:00:00.000
1094,25250 N 90th St,NULL,Scottsdale,Arizona,United States,85257,2005-09-01 00:00:00.000
1095,9980 S Alma School Road,NULL,Chandler,Arizona,United States,85225,2007-02-01 00:00:00.000
1096,6753 Howard Hughes Parkway,NULL,Las Vegas,Nevada,United States,89106,2006-10-01 00:00:00.000
1097,Corp Ofc Accts Payable,NULL,El Segundo,California,United States,90245,2005-09-01 00:00:00.000
1098,Po Box 252525,NULL,Santa Ana,California,United States,92701,2006-09-01 00:00:00.000
1099,62500 Neil Road,NULL,Reno,Nevada,United States,89502,2005-08-01 00:00:00.000
1100,4635 S. Harrison Blvd.,NULL,Ogden,Utah,United States,84401,2007-09-01 00:00:00.000
1101,825 W 500 S,NULL,Bountiful,Utah,United States,84010,2006-10-01 00:00:00.000
1102,603 Gellert Blvd,NULL,Daly City,California,United States,94015,2005-12-01 00:00:00.000
1103,2564 S. Redwood Rd.,NULL,Riverton,Utah,United States,84065,2005-11-01 00:00:00.000
1104,9927 N. Main St.,NULL,Tooele,Utah,United States,84074,2005-08-01 00:00:00.000
1105,566 S. Main,NULL,Cedar City,Utah,United States,84720,2006-07-01 00:00:00.000
11380,165 North Main,NULL,Austin,Texas,United States,78701,2006-07-01 00:00:00.000
11381,2000 300th Street,NULL,Denver,Colorado,United States,80203,2005-09-01 00:00:00.000
11382,99 Front Street,NULL,Minneapolis,Minnesota,United States,55402,2005-08-01 00:00:00.000
